"R1"	"R2"	"R3"	"R4"	"R7"	"R8"	"R9"	"R10"	"R13"	"R15"	"R16"	"R19"	"R20"	"R21"
"12967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12966"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12964"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"98303"	11	14	6	7	15	6	5	6	1	3	16	25	9	9
"15926"	9689	16024	4162	5683	8429	9249	6162	6485	7032	3694	8673	2578	9885	7847
"18711"	993	1618	889	1157	765	1219	1026	1689	1344	1074	1788	291	1642	1010
"213527"	0	0	0	0	4	0	0	1	0	0	0	0	0	0
"12969"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17756"	6	15	13	7	2	21	18	16	48	27	7	6	17	14
"100038569"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"329178"	2	4	1	2	3	7	1	13	20	30	4	0	1	3
"66646"	2024	3368	1591	2494	1551	1437	1743	2442	1754	1236	2540	646	1644	2298
"68691"	158	209	195	253	98	129	141	440	191	137	219	37	215	174
"11363"	2924	5451	798	2008	2460	2141	1273	1834	1709	421	1903	970	1708	2435
"100862127"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17901"	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"14768"	436	344	327	653	343	492	732	814	570	272	651	30	684	739
"227231"	60857	22004	43383	12507	41072	19425	70097	8573	47317	29979	10572	3323	8119	3681
"13869"	0	0	0	0	0	3	0	0	1	0	0	0	1	0
"100502712"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22779"	2	5	2	7	2	33	5	102	25	21	3	0	36	3
"66722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"320460"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12021"	421	353	448	563	329	349	648	658	593	465	855	77	480	458
"74591"	2	323	3	128	2	374	6	781	56	79	137	50	235	124
"108147"	3534	3094	2849	4303	3002	3419	4640	5851	3741	2512	6454	751	3756	4395
"14268"	1	6	298	22	4	3	468	15	1	99	36	1	107	86
"100042814"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"667931"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"71134"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"433319"	1508	1236	1432	1113	1401	863	1366	2250	1228	1167	908	239	957	1033
"381269"	158	95	101	152	180	170	201	553	433	219	88	7	129	26
"111175"	423	225	248	307	330	283	471	403	407	186	207	17	261	251
"271711"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"22596"	688	832	725	1765	592	754	1038	2475	810	597	2178	230	1194	2157
"381270"	11	17	11	1	3	13	17	16	20	18	4	7	20	1
"54380"	531	360	404	586	319	462	664	818	524	343	653	44	585	494
"319695"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"19981"	2779	1865	1395	2172	1886	2685	4386	1878	3243	1108	2646	302	3088	2669
"16008"	26	27	23	21	32	16	22	34	12	6	0	4	8	5
"16011"	10	2	15	8	5	7	16	18	31	11	0	1	7	2
"21958"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"69449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"723792"	0	0	0	0	0	0	0	0	1	0	0	0	1	0
"78718"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"109198"	1	4	2	1	5	0	5	0	1	1	3	0	2	10
"21961"	2	3	2	3	0	2	6	2	2	2	3	0	3	2
"435626"	0	1	0	0	2	0	0	0	1	2	0	0	0	0
"100862357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12765"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"227288"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100316687"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"76709"	8321	15501	8201	11329	7461	11543	9577	18024	8917	8724	11503	5591	11952	14444
"227289"	1	0	0	0	1	1	1	0	6	0	0	0	3	0
"227290"	2385	2453	1435	2101	1877	2944	2736	2395	2413	1047	2525	356	2670	2859
"56695"	605	538	379	276	462	348	708	268	469	156	385	74	372	297
"69660"	2236	4339	1461	4134	1803	4158	3548	3967	2790	1265	4718	461	5199	5470
"241112"	0	0	2	2	3	0	1	5	1	1	3	0	1	1
"18173"	0	0	0	0	2	0	0	0	0	0	0	0	1	0
"227292"	1803	1705	1169	2042	1336	2235	2449	2251	2154	857	1927	104	2300	1932
"387219"	4	1	2	0	0	0	1	2	1	0	3	0	5	1
"22349"	11351	27055	6630	12476	9243	23700	11842	12541	14026	6376	15217	3962	16181	15514
"319651"	1257	1705	1172	1665	1021	1317	1401	2423	1709	1375	1916	451	1306	1466
"58184"	2099	1806	1726	1990	1698	1821	2595	2571	2334	1372	2890	292	1863	1879
"18802"	3	6	1	5	0	3	2	5	2	5	8	3	7	3
"77264"	204	184	254	411	161	239	341	764	237	251	475	35	332	300
"66821"	499	338	253	490	362	336	419	624	408	198	387	48	307	423
"57751"	402	403	298	457	329	443	446	734	363	211	510	81	505	494
"269209"	10	4	10	17	7	13	25	24	15	10	26	3	34	22
"67534"	560	714	563	1146	420	655	853	1578	935	574	1805	79	1116	988
"104086"	111	192	71	302	72	70	175	317	51	30	341	24	269	350
"241113"	2	1	2	5	1	0	2	3	0	0	29	1	3	23
"22420"	3	6	0	11	2	2	5	5	3	1	6	0	4	17
"22409"	0	8	2	49	0	2	2	24	1	1	12	0	9	54
"12570"	16	12	7	9	12	23	6	10	20	8	2	2	14	8
"260298"	70	40	39	13	65	52	31	59	49	53	7	14	36	8
"12958"	10	3	4	2	9	12	13	9	19	4	1	0	11	3
"723900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"241116"	11	10	21	3	11	18	33	8	57	75	10	0	34	8
"16147"	1180	1814	664	1176	875	2263	1649	821	1569	536	869	97	1693	1026
"75570"	55	43	21	64	29	65	97	72	49	32	100	4	112	107
"22626"	35	79	57	215	22	103	131	243	103	50	249	9	283	345
"69171"	1006	1060	607	1136	741	1371	1250	1506	1216	530	965	104	1501	1386
"227298"	1315	1240	764	1343	1051	1513	1704	1538	1641	643	1282	105	1713	1672
"68818"	439	375	230	316	325	484	416	394	477	169	319	51	481	419
"74104"	748	700	307	483	505	797	688	624	734	295	957	67	1005	523
"245860"	1142	2109	538	898	921	2160	1386	832	1322	490	1099	90	1730	1304
"52231"	587	683	419	611	436	755	664	802	660	439	524	105	622	508
"74577"	44	56	37	69	21	50	63	102	59	45	86	18	100	91
"20872"	999	964	559	831	759	1068	1041	956	977	452	1368	144	1061	1042
"22145"	2707	2892	1809	2274	2205	2611	2852	2923	2350	1153	4981	582	2799	2727
"381272"	4	4	2	3	1	5	1	4	8	3	3	2	3	8
"56812"	507	518	288	430	346	596	566	587	498	212	431	87	534	473
"19275"	65	37	19	15	49	59	39	25	85	54	3	3	73	11
"19711"	46	16	14	5	39	14	23	9	51	18	0	1	19	11
"13437"	1549	1654	877	968	1118	1783	2012	853	1489	628	1179	122	1700	1276
"13346"	0	0	0	1	0	0	0	2	0	0	0	0	0	0
"100503248"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11790"	0	1	0	0	0	3	1	2	3	0	0	0	1	0
"69080"	696	706	383	558	488	823	718	635	613	276	496	77	717	623
"100862164"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"241118"	2	1	2	0	1	0	1	0	0	0	2	0	2	1
"74241"	117	100	110	267	112	243	256	349	148	41	369	10	268	384
"319998"	7	8	3	9	3	9	5	9	9	3	13	0	11	20
"98733"	0	0	0	3	0	1	6	0	1	0	8	0	0	9
"16322"	0	0	0	2	0	1	2	1	0	1	1	0	0	3
"71728"	310	374	217	578	199	523	445	574	404	193	690	82	577	819
"20536"	4	16	5	23	4	4	12	11	2	1	24	4	8	98
"100862333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"620079"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13838"	99	839	325	1440	119	982	505	2259	668	668	1241	133	1371	1257
"18505"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039210"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"433323"	2769	4789	2333	3510	2417	3704	4141	4055	3959	2849	4063	630	3736	3111
"23874"	4333	3415	2984	3925	3213	3522	4290	4434	3633	2001	4531	672	3092	4224
"68393"	0	0	0	0	1	0	0	0	0	0	1	0	2	0
"74205"	3908	6830	6230	5807	3782	4994	5943	9579	5132	5774	5066	2375	6741	5375
"195434"	273	871	423	700	294	529	502	1171	593	623	751	317	1007	686
"57814"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"20254"	302	179	228	60	246	221	233	182	521	242	20	52	337	125
"100862182"	2	9	4	9	4	5	2	7	7	1	16	0	16	14
"252903"	217	652	260	756	135	275	299	793	234	220	792	206	444	810
"69368"	1325	433	834	263	162	325	250	397	304	242	339	230	559	1217
"100038695"	0	1	1	0	0	0	0	0	0	0	1	0	3	1
"69163"	779	499	458	631	526	686	970	826	711	290	831	102	734	830
"100862198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20720"	8	6	5	3	3	3	9	0	7	0	2	0	0	5
"241128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26554"	4026	5755	4131	4622	3624	4224	3955	8625	4937	4989	4997	2262	5064	4468
"72208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"210293"	0	1	3	0	1	0	1	0	1	0	0	0	0	0
"241134"	0	0	1	0	0	0	0	2	0	1	0	0	0	0
"16367"	11	43	14	75	14	56	20	137	112	102	39	4	59	87
"100503073"	2	1	2	0	0	0	0	5	1	3	0	0	3	5
"76867"	1186	1531	825	1862	902	1660	1176	3324	1282	776	898	306	1460	1821
"100503095"	2	1	2	7	3	7	1	3	2	0	4	0	10	2
"12829"	0	3	2	3	0	4	0	3	5	3	2	1	4	4
"12828"	35	15	18	11	14	7	24	25	24	21	14	4	27	9
"75734"	1463	1619	1173	1642	1154	1334	1883	2176	1392	926	1836	343	1723	1966
"66261"	9302	13126	2220	2180	7342	6958	3347	2449	6102	1782	2756	1923	3893	2188
"100044526"	1	0	0	0	0	1	1	1	0	1	0	0	1	0
"15463"	1503	2349	913	1908	1236	1698	1143	2080	1467	748	2438	404	1551	2067
"80721"	52	76	1	4	30	2	6	2	1	0	5	19	2	2
"71386"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20297"	90	231	32	126	34	73	21	118	24	10	120	430	232	151
"71227"	0	0	1	1	0	0	0	0	0	0	2	0	0	6
"77629"	34	26	7	4	16	20	28	9	35	16	1	8	14	5
"98496"	22	12	16	4	8	1	23	0	1	0	3	8	0	9
"227325"	24	16	11	4	16	20	11	16	28	10	2	0	11	6
"100628595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14897"	4217	9368	4798	8780	3522	7597	6030	13431	7045	6255	11938	2667	10003	11089
"66153"	169	168	170	104	109	190	253	187	159	144	96	48	200	121
"71781"	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"100503433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"381287"	5	9	6	4	4	10	17	4	6	2	14	1	15	12
"621875"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"100040135"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"665378"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"620078"	0	0	0	0	0	0	0	0	0	1	0	0	0	1
"100040213"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039794"	19	17	19	22	16	18	19	41	10	17	18	4	23	21
"665338"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"109032"	1	0	3	0	0	0	0	1	1	2	0	0	1	5
"434484"	4	4	7	9	3	5	11	3	10	13	8	3	8	7
"100503502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100503045"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20684"	3	2	28	7	1	3	15	11	2	18	4	0	10	13
"319997"	0	0	0	0	0	1	0	0	0	0	0	0	2	0
"12283"	4523	8165	3731	6585	3716	6530	4539	10251	5296	3961	6310	1812	7581	7256
"64294"	903	947	665	929	616	1100	1561	1117	1265	480	980	74	1536	1253
"71141"	1	1	0	0	3	1	0	0	0	0	0	0	2	1
"227326"	12	63	17	25	9	14	27	2	7	9	16	45	5	30
"70060"	0	0	0	0	1	0	0	0	0	1	0	0	1	0
"72792"	518	633	293	345	430	397	554	267	468	167	484	85	335	445
"70247"	5314	6212	4093	4825	4242	4795	5186	5731	5077	3159	8645	1719	5849	6571
"15559"	2	3	2	6	1	5	4	3	7	4	10	0	6	5
"78795"	112	88	96	83	68	73	104	73	120	65	164	28	132	137
"100861644"	1	6	0	1	1	1	3	1	0	0	0	0	6	1
"227327"	1165	1933	492	657	933	477	1123	707	262	200	518	219	1098	431
"383538"	2	0	0	0	1	0	1	0	0	1	0	0	0	1
"17975"	44096	33383	43622	59299	37760	26550	38798	145897	34806	36375	64728	26253	34479	49990
"100303740"	10	3	2	4	4	3	4	9	2	4	12	1	23	15
"80828"	1	2	2	3	3	1	1	6	0	2	4	0	4	4
"319336"	13	6	9	9	4	7	15	8	13	7	12	0	10	6
"14767"	0	0	1	0	0	0	1	0	1	0	0	0	0	0
"71863"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"19231"	14351	8315	12373	10384	11656	6636	9801	17514	11347	9724	12536	4462	8558	8251
"18582"	430	320	326	322	363	367	575	534	463	266	423	53	414	347
"26895"	382	369	244	350	335	395	456	394	399	166	533	53	463	432
"18159"	0	1	2	0	1	2	1	2	0	0	0	0	0	1
"208718"	703	709	496	732	578	674	760	944	658	393	669	107	613	920
"11650"	47	84	32	16	39	26	93	5	21	16	6	15	29	7
"76768"	13073	29847	4721	1899	5009	3492	4405	117	908	134	437	7019	418	7395
"11648"	5213	4434	6858	424	612	49	6763	5	12	70	46	6085	55	5227
"13599"	38	38	78	53	5	7	47	4	1	2	2	11	14	61
"69453"	0	1	0	1	0	0	0	0	0	0	0	0	3	3
"11447"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"26987"	2141	2351	1911	2246	1665	2205	2394	3774	2048	1756	2512	1194	2233	2595
"98363"	11	48	2	4	13	48	7	13	20	9	6	13	15	7
"227331"	2670	4402	2551	3146	2353	2754	2817	5153	3456	3203	3286	1332	3163	2644
"100040591"	3	5	5	2	3	6	0	8	5	7	8	3	9	7
"73234"	0	0	0	0	0	1	2	0	0	0	0	0	1	0
"53972"	1164	1471	1028	1304	952	1426	1723	1367	1525	821	1296	289	1257	1605
"319977"	13	28	10	22	11	20	19	18	16	18	13	0	14	33
"620454"	184	184	173	196	164	190	259	293	190	124	274	100	196	210
"23956"	49	13	48	29	29	33	72	73	68	43	31	6	48	31
"16331"	25	17	65	47	18	20	125	69	46	65	12	0	147	66
"77040"	702	709	469	654	475	701	825	855	687	399	967	87	940	947
"100217415"	1	6	0	0	1	0	0	1	0	0	3	3	2	0
"20215"	3	1	3	3	1	1	3	3	2	1	3	3	1	4
"100503175"	0	2	0	1	2	1	0	2	0	1	1	0	6	1
"227333"	2780	4312	2129	4535	2179	4450	4450	4958	4136	2397	5054	491	6636	5043
"227334"	1032	1602	863	1238	746	936	1295	1499	1182	722	1597	275	1444	1354
"394430"	39	13	1	0	22	1	3	0	1	0	0	6	0	0
"394434"	333	171	9	3	257	1	23	0	5	4	2	28	4	0
"394432"	4480	6466	1313	1073	3494	2672	1590	1883	3171	1249	1981	1662	3047	1353
"394435"	255	154	55	43	119	42	54	18	135	16	297	19	166	69
"94284"	529	322	154	80	259	69	121	42	303	25	599	221	338	150
"394433"	1	2	1	1	4	0	1	0	0	0	0	0	4	2
"22236"	1	3	4	0	3	1	0	2	0	1	1	3	1	0
"15504"	5	5	2	1	0	6	6	0	1	1	4	0	5	3
"394436"	891	1641	153	165	804	1067	289	243	1080	240	66	186	555	192
"100040766"	18	8	17	6	8	13	15	6	10	12	57	0	22	10
"381280"	464	620	408	533	456	527	589	1121	675	630	601	93	531	288
"78605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"171382"	0	0	0	0	0	0	0	1	1	0	0	0	0	0
"75396"	53	12	10	5	45	7	16	2	58	11	4	0	10	3
"14659"	1	2	0	24	0	1	4	50	0	0	2	0	1	10
"100503197"	0	0	0	3	0	0	0	0	0	0	4	0	1	8
"320982"	67	223	171	1371	44	41	284	349	49	42	1622	70	376	3802
"78650"	0	0	0	0	0	0	0	0	0	0	2	0	0	1
"73475"	1	0	1	0	0	0	1	0	0	3	0	0	1	0
"98402"	676	1044	856	1789	540	1366	1383	2161	1231	796	1727	115	2073	2072
"77331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"347722"	1821	2145	1371	2292	1482	2511	2163	4332	2808	1689	1889	342	2927	2391
"74403"	1	0	1	0	0	0	1	0	2	0	3	0	1	1
"14472"	0	0	0	0	0	0	0	2	1	0	0	0	0	0
"208372"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74918"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12778"	0	1	0	1	0	2	0	21	45	14	0	0	38	0
"108679"	854	989	540	1144	591	1014	1238	1184	963	367	1462	104	1047	1355
"433332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"12835"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"171531"	1183	1651	964	1951	834	2284	1610	2582	1906	1180	1558	257	3440	2449
"623503"	0	0	0	0	1	2	1	0	1	0	0	0	2	0
"19329"	520	646	200	345	422	647	539	377	560	223	278	48	564	434
"16978"	1625	6182	3276	8911	1391	3539	3199	12581	1825	2264	7619	2807	5159	9687
"329207"	0	1	0	0	0	0	0	0	1	0	0	0	0	1
"51801"	128	79	36	35	80	222	81	59	257	59	13	0	260	18
"67921"	584	723	401	748	486	656	572	1089	490	308	775	156	628	814
"665783"	364	417	212	423	285	365	387	540	406	207	355	82	328	377
"50880"	670	627	547	742	474	598	935	948	591	403	968	153	748	839
"227357"	4	1	1	0	0	1	0	2	0	0	0	0	0	0
"100503326"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70788"	0	1	0	0	0	0	0	0	0	0	0	0	0	2
"227358"	712	467	399	880	498	837	719	1111	913	396	949	65	864	788
"67444"	899	729	726	990	702	738	1109	1305	918	643	1232	162	967	1047
"67086"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"55927"	1146	728	652	799	909	1041	1391	1021	1262	480	1141	87	1268	840
"18627"	840	816	688	538	571	1106	875	1168	1408	1082	317	98	810	448
"74019"	507	551	584	645	403	474	595	1275	566	646	746	259	545	549
"65247"	51	112	28	195	32	199	98	197	94	28	290	13	227	227
"13345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"208727"	236	357	198	343	160	429	295	610	429	276	374	78	609	348
"67273"	5371	4626	3557	3017	4340	3502	5374	4320	4196	2875	3377	1297	3257	2941
"259040"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"259041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"259039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258483"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258484"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"257890"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66915"	593	522	315	426	346	540	736	377	575	176	605	107	607	514
"260301"	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"14733"	14	32	13	87	12	19	33	26	16	10	416	3	98	310
"100504295"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"387167"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"241158"	7	4	6	7	2	9	9	8	13	5	7	6	5	3
"67446"	169	103	68	62	134	132	155	75	162	51	115	17	139	104
"108657"	1525	1521	701	1110	1222	1909	1665	1309	1480	461	1529	108	1585	1414
"100037260"	6	15	8	4	16	4	9	12	16	3	2	0	9	1
"23830"	214	287	109	235	229	288	269	294	231	78	283	20	272	285
"64095"	361	459	261	301	273	456	389	401	449	367	380	62	421	275
"208760"	0	0	2	0	0	2	1	0	0	0	0	0	4	0
"16560"	12	29	19	22	17	53	35	46	73	48	31	5	46	25
"11611"	27	10	15	14	13	10	29	9	39	13	9	1	14	8
"71874"	139	298	169	361	125	309	304	272	246	113	308	26	267	609
"381284"	0	4	0	1	0	2	1	0	1	0	5	0	1	3
"208777"	4	2	3	19	4	11	17	8	17	8	33	0	45	44
"69821"	272	292	291	381	249	290	410	575	311	230	387	80	300	376
"269224"	383	260	335	505	239	442	563	711	515	323	654	45	514	463
"66385"	1533	1732	1281	1819	1261	1616	1631	2814	1808	1360	2125	545	1796	1913
"404545"	220	174	67	52	132	332	95	134	387	142	29	17	284	64
"110611"	16476	24209	12884	19074	12885	21060	16641	27425	19046	14353	20336	6925	20356	19565
"18000"	5047	7172	4712	7151	4191	5525	6035	8725	6001	4704	8434	1305	6711	7234
"227377"	137	390	88	268	133	318	182	391	351	214	395	36	366	242
"59041"	2277	3821	1697	2945	1769	3810	2825	4142	2582	1723	2654	775	4128	3832
"51800"	150	396	123	867	107	467	431	516	214	64	1424	26	1137	1474
"67026"	1407	1198	863	1236	1108	1281	1759	1472	1368	619	1300	137	1221	1346
"66615"	1005	811	574	985	728	1110	1309	1016	1035	522	1060	84	1079	1045
"21915"	1144	647	743	959	911	902	1435	1075	1116	559	1403	98	1016	1139
"66262"	798	701	540	957	571	728	930	1457	934	503	989	167	847	957
"98314"	526	577	430	409	368	465	561	523	508	360	312	103	435	396
"381334"	405	557	49	8	422	235	120	15	242	64	5	76	27	32
"100041596"	228	300	29	9	250	174	94	8	161	27	6	28	13	11
"666009"	21	21	9	23	5	16	24	15	12	7	27	6	19	14
"619597"	120	128	17	3	103	55	36	3	75	40	3	10	12	10
"241159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18566"	0	0	1	0	0	0	0	0	0	1	0	0	0	0
"74689"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"67698"	177	221	139	197	116	186	204	361	177	139	216	54	266	288
"20452"	2	5	2	1	0	0	2	1	0	0	3	1	0	1
"75381"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100504401"	4	7	6	7	7	7	12	9	6	7	4	3	4	8
"73454"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75159"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"227394"	1	1	0	0	0	0	0	1	0	0	3	0	0	3
"329217"	3	10	4	6	0	4	0	15	6	0	3	0	8	5
"67854"	1	0	3	0	0	0	0	0	0	0	0	0	0	0
"74441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"634331"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"634346"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"52392"	1182	2043	683	1390	943	1384	899	2196	1158	628	1436	339	1498	1454
"227399"	4230	6640	2951	5958	3420	4140	3302	8320	4408	2922	6271	1592	4584	5508
"252876"	227	242	206	212	171	180	155	440	188	183	272	104	168	230
"18484"	383	1473	311	1346	300	1541	624	2049	693	459	1744	332	1989	2441
"78603"	1	9	5	8	1	8	5	3	1	0	5	4	11	4
"69030"	5	6	4	0	5	1	1	0	4	2	0	0	2	1
"70866"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100504494"	1058	817	381	1059	669	877	902	606	1133	319	1798	54	1126	1137
"241175"	0	0	1	0	0	1	0	0	2	1	0	6	0	0
"100504525"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"23836"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"320311"	632	1053	219	36	456	1257	292	83	1275	319	10	162	223	52
"100504568"	6	1	4	0	6	3	0	0	7	0	0	0	2	0
"27392"	982	1404	701	1528	732	1512	987	2074	1546	877	1258	169	1444	1323
"227446"	1033	2006	889	1538	770	2040	1437	1918	1883	1300	1749	297	2344	1958
"100042023"	498	630	341	487	412	662	659	657	549	330	645	172	609	565
"21934"	965	885	1135	1785	866	1253	1663	2890	1833	1624	1872	310	2241	1330
"635504"	7	3	4	9	4	3	2	13	7	3	4	0	9	4
"227449"	831	920	791	1407	637	902	957	2977	1230	1012	1594	174	1312	1089
"626049"	0	0	0	0	0	0	0	0	1	1	1	0	0	0
"98432"	1189	642	1130	1107	842	604	1370	1372	807	646	919	230	813	1092
"12043"	480	413	466	539	348	486	413	1016	609	491	367	144	850	381
"320761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70750"	998	1149	671	926	809	994	1177	1198	1218	682	982	135	1018	1150
"20479"	3110	5139	2567	4274	2565	4169	3181	6227	3971	2704	4360	1335	4492	4982
"20724"	106	1475	195	1823	65	657	301	1559	184	151	2839	579	1466	3169
"71869"	0	1	0	0	0	1	0	0	0	0	0	0	2	0
"241196"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"20248"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"394252"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"383548"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"381286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66957"	5	9	5	116	1	1	2	26	3	4	194	7	74	286
"116872"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"18788"	0	0	0	0	0	0	0	0	0	0	5	0	0	5
"241197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"20725"	0	1	0	8	0	0	0	1	0	0	7	2	3	21
"241201"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"227485"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"319901"	89	103	94	159	100	209	97	461	480	221	203	36	103	108
"636808"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"634762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22099"	2645	2303	1850	2939	1895	2556	3250	2981	2628	1440	3982	281	3126	3106
"67949"	1725	1502	1449	2469	1359	1440	1902	4356	1563	1215	2498	503	1653	2619
"76707"	1040	1882	1123	1780	879	1437	1246	2507	1335	1048	2469	414	2034	2145
"68204"	6	8	0	3	4	6	2	7	4	7	0	0	9	3
"81879"	307	562	115	450	204	1129	165	764	1111	278	314	74	1009	886
"14633"	0	0	0	0	0	0	2	0	0	3	0	0	0	0
"16324"	2	0	0	1	2	4	1	3	4	3	0	0	1	0
"100502628"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"64143"	1522	2044	930	1322	1231	1957	1496	2082	1635	885	1406	433	1535	1598
"226351"	504	424	342	652	375	530	640	1037	558	275	454	47	544	476
"226352"	850	1399	993	1242	815	1150	1169	2243	1223	807	1464	334	1262	1305
"19258"	193	589	230	709	177	438	247	1322	656	510	862	153	712	628
"66343"	335	201	198	282	238	223	395	341	354	140	302	28	257	237
"226356"	0	0	0	1	0	0	0	1	0	0	1	0	0	0
"319229"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"170706"	295	332	51	103	223	45	114	32	108	22	256	17	145	115
"13167"	15222	19394	7628	4382	12768	8027	10206	4809	8585	4429	7516	5820	8078	5426
"73103"	46	22	38	44	47	37	61	53	46	30	39	5	32	22
"68428"	391	80	181	60	355	200	333	162	517	216	113	4	101	52
"226359"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"17167"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"13798"	0	0	0	2	0	0	0	0	0	0	0	3	0	3
"98452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"72999"	750	1359	450	793	561	1268	792	1054	917	487	822	161	1273	889
"70829"	1034	2618	761	1011	782	1743	1047	1949	1302	1073	1272	549	1480	939
